Date,OfferName,ReferralDomain,CountryName,PageVisits,GetItNow,ContactMe,TestDrive,FreeTrial
2025-05-29,constellation,ms-pbi.pbi.microsoft.com,Brunei,1,0,0,0,0
2025-06-01,constellation,Referral domain not present,United States,1,0,0,0,0
2025-06-05,constellation,appsource.microsoft.com,United States,1,0,0,0,0
2025-05-26,constellation,ms-pbi.pbi.microsoft.com,Honduras,1,0,0,0,0
2025-05-30,constellation,app.powerbi.com,United States,1,1,0,0,0
2025-05-06,constellation,ms-pbi.pbi.microsoft.com,Côte d’Ivoire,1,1,0,0,0
2025-05-14,constellation,ms-pbi.pbi.microsoft.com,India,1,1,0,0,0
2025-05-25,constellation,ms-pbi.pbi.microsoft.com,Egypt,1,0,0,0,0
2025-05-25,constellation,appsource.microsoft.com,China,1,0,0,0,0
2025-05-31,constellation,ms-pbi.pbi.microsoft.com,Egypt,1,1,0,0,0
2025-06-02,constellation,ms-pbi.pbi.microsoft.com,United States,3,2,0,0,0
2025-05-30,constellation,ms-pbi.pbi.microsoft.com,United States,6,2,0,0,0
2025-05-10,constellation,ms-pbi.pbi.microsoft.com,Colombia,1,0,0,0,0
2025-06-01,constellation,ms-pbi.pbi.microsoft.com,United States,2,1,0,0,0
2025-05-29,constellation,Referral domain not present,United States,1,0,0,0,0
2025-06-06,constellation,ms-pbi.pbi.microsoft.com,Australia,2,0,0,0,0
2025-05-23,constellation,appsource.microsoft.com,France,2,1,0,0,0
2025-05-08,constellation,ms-pbi.pbi.microsoft.com,Bolivia,1,1,0,0,0
2025-05-21,constellation,appsource.microsoft.com,United Kingdom,1,0,0,0,0
2025-05-20,constellation,Referral domain not present,Russia,1,0,0,0,0
2025-06-04,constellation,ms-pbi.pbi.microsoft.com,Vietnam,1,0,0,0,0
2025-05-09,constellation,ms-pbi.pbi.microsoft.com,Colombia,1,0,0,0,0
2025-05-28,constellation,ms-pbi.pbi.microsoft.com,Colombia,4,1,0,0,0
2025-05-08,constellation,ms-pbi.pbi.microsoft.com,Japan,1,0,0,0,0
2025-05-13,constellation,ms-pbi.pbi.microsoft.com,Malaysia,1,1,0,0,0
2025-05-11,constellation,Referral domain not present,United States,1,0,0,0,0
2025-05-28,constellation,ms-pbi.pbi.microsoft.com,Australia,1,0,0,0,0
2025-05-14,constellation,www.google.com,United States,1,0,0,0,0
2025-05-24,constellation,ms-pbi.pbi.microsoft.com,Saudi Arabia,1,0,0,0,0
2025-05-15,constellation,app.powerbi.com,Japan,1,0,0,0,0
2025-06-01,constellation,ms-pbi.pbi.microsoft.com,Hong Kong SAR,1,0,0,0,0
2025-06-02,constellation,app.powerbi.com,United States,1,0,0,0,0
2025-05-22,constellation,ms-pbi.pbi.microsoft.com,Vietnam,1,1,0,0,0
2025-05-08,constellation,ms-pbi.pbi.microsoft.com,Australia,3,0,0,0,0
2025-05-16,constellation,appsource.microsoft.com,United States,1,0,0,0,0
2025-06-03,constellation,ms-pbi.pbi.microsoft.com,South Africa,1,0,0,0,0
2025-05-04,constellation,Referral domain not present,Peru,2,0,0,0,0
2025-05-12,constellation,www.google.com,Mexico,1,0,0,0,0
2025-05-31,constellation,ms-pbi.pbi.microsoft.com,India,2,0,0,0,0
2025-05-16,constellation,app.powerbi.com,Taiwan,1,0,0,0,0
2025-05-23,constellation,ms-pbi.pbi.microsoft.com,Indonesia,1,1,0,0,0
2025-06-03,constellation,ms-pbi.pbi.microsoft.com,Colombia,1,1,0,0,0
2025-06-05,constellation,ms-pbi.pbi.microsoft.com,United States,9,3,0,0,0
2025-05-07,constellation,Referral domain not present,Hong Kong SAR,1,0,0,0,0
2025-05-15,constellation,ms-pbi.pbi.microsoft.com,Hong Kong SAR,4,3,0,0,0
2025-06-04,constellation,ms-pbi.pbi.microsoft.com,Hong Kong SAR,1,0,0,0,0
2025-05-15,constellation,ms-pbi.pbi.microsoft.com,United Arab Emirates,3,1,0,0,0
2025-05-31,constellation,appsource.microsoft.com,United Kingdom,1,1,0,0,0
2025-05-15,constellation,www.google.com,United States,1,0,0,0,0
2025-05-20,constellation,ms-pbi.pbi.microsoft.com,Singapore,2,1,0,0,0
